Employee ID,Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Years of Experience
fffe33003400320038003800,Female,Service,Yes,2,5.0,5.6,0.4,16.361643835616437
fffe32003000300030003600,Female,Service,No,2,6.0,8.5,0.72,15.56986301369863
fffe32003900340033003600,Female,Product,No,2,3.0,4.9,0.38,15.73150684931507
fffe32003900390034003900,Male,Service,Yes,4,7.0,7.9,0.7,15.616438356164384
fffe32003300380030003100,Female,Product,No,2,6.0,6.7,0.61,15.608219178082193
fffe31003900320037003100,Male,Service,No,2,4.0,5.9,0.41,16.484931506849314
fffe31003700300032003900,Female,Service,No,2,4.0,8.5,0.66,16.454794520547946
fffe31003800380039003900,Male,Product,Yes,2,2.0,3.4,0.17,15.63013698630137
fffe340031003300,Female,Service,No,3,5.0,5.9,0.57,15.953424657534246
fffe32003000310033003200,Male,Service,Yes,3,7.0,5.9,0.67,15.761643835616438
fffe33003300390035003800,Male,Service,No,3,6.0,7.3,0.63,16.084931506849315
fffe31003500380033003200,Female,Product,No,2,4.0,3.0,0.17,15.819178082191781
fffe3100360035003400,Female,Product,Yes,1,2.0,3.0,0.13,15.698630136986301
fffe31003400360031003500,Female,Service,Yes,3,5.0,3.8,0.3,15.556164383561644
fffe31003200360035003000,Female,Service,No,2,5.0,7.5,0.62,16.183561643835617
fffe3400310034003700,Male,Product,No,3,6.0,5.6,0.49,16.323287671232876
fffe32003700300034003400,Male,Product,No,1,2.0,3.4,0.16,16.421917808219177
fffe32003400360037003800,Male,Service,No,3,6.0,5.6,0.54,16.087671232876712
fffe3900320037003900,Female,Product,Yes,1,4.0,4.3,0.34,16.4027397260274
fffe31003100300032003200,Female,Product,Yes,1,3.0,5.0,0.4,16.405479452054795
fffe31003500360034003700,Female,Product,No,0,1.0,4.0,0.22,15.75068493150685
fffe31003400330036003300,Male,Product,Yes,1,4.0,5.6,0.43,15.868493150684932
fffe32003500370039003000,Female,Product,Yes,3,4.0,5.4,0.49,15.717808219178082
fffe33003300350035003400,Male,Service,No,3,7.0,8.3,0.69,16.06027397260274
fffe31003000320037003400,Female,Product,Yes,2,3.0,5.9,0.16,16.268493150684932
fffe33003100350035003800,Female,Service,No,3,5.0,6.9,0.5,15.73150684931507
fffe32003400390033003300,Female,Service,Yes,3,5.0,6.0,0.46,15.986301369863014
fffe31003200310036003400,Male,Service,Yes,0,2.0,3.3,0.17,16.32054794520548
fffe31003100370037003900,Female,Service,Yes,1,2.0,4.3,0.25,15.901369863013699
fffe31003800310031003300,Female,Service,Yes,2,4.0,6.7,0.48,16.293150684931508
fffe31003600300038003600,Female,Product,No,1,3.0,6.8,0.45,16.03835616438356
fffe31003100380034003400,Male,Product,Yes,2,4.0,8.0,0.6,16.246575342465754
fffe31003300340031003200,Male,Service,Yes,2,4.0,6.6,0.6,16.306849315068494
fffe31003300310036003500,Male,Product,Yes,2,4.0,7.7,0.63,16.484931506849314
fffe31003800350032003100,Female,Service,Yes,1,2.0,3.4,0.23,16.405479452054795
fffe31003900370033003100,Female,Product,No,3,6.0,5.0,0.41,16.421917808219177
fffe3200390035003000,Female,Service,Yes,1,4.0,5.8,0.36,16.23013698630137
fffe31003800300031003100,Male,Product,Yes,1,2.0,5.9,0.35,15.605479452054794
fffe320034003100,Female,Product,Yes,4,8.0,7.8,0.69,15.616438356164384
fffe33003200340033003800,Male,Service,No,2,5.0,7.2,0.56,15.786301369863013
fffe3700390035003800,Female,Service,Yes,2,4.0,6.2,0.43,15.898630136986302
fffe31003400340032003100,Female,Product,Yes,1,3.0,5.1,0.4,16.323287671232876
fffe32003900300031003700,Female,Service,No,3,6.0,7.6,0.54,15.715068493150685
fffe32003800320030003000,Male,Product,Yes,1,3.0,4.8,0.39,15.972602739726028
fffe3700320033003900,Male,Service,No,4,7.0,7.5,0.69,15.89041095890411
fffe32003700390037003900,Male,Service,Yes,3,4.0,5.5,0.37,15.553424657534247
fffe32003700360039003500,Male,Service,No,1,2.0,3.8,0.23,16.446575342465753
fffe32003600330035003400,Female,Service,Yes,0,1.0,3.3,0.22,15.764383561643836
fffe3700380035003000,Female,Service,No,1,3.0,4.7,0.29,16.38082191780822
fffe31003600370031003200,Female,Service,No,3,7.0,7.7,0.56,16.443835616438356
fffe3800340037003000,Male,Service,No,4,7.0,8.8,0.81,16.473972602739725
fffe3500350035003200,Male,Service,Yes,1,1.0,5.2,0.29,15.745205479452055
fffe33003100370038003100,Female,Service,No,3,6.0,7.8,0.81,16.115068493150684
fffe3300300039003900,Male,Service,Yes,2,4.0,5.9,0.39,15.613698630136986
fffe31003200360034003900,Male,Service,Yes,2,3.0,4.2,0.37,15.813698630136987
fffe32003200310030003800,Female,Service,No,0,1.0,5.9,0.26,16.084931506849315
fffe3700380034003300,Male,Service,No,2,4.0,7.0,0.52,16.257534246575343
fffe32003100350030003000,Female,Service,Yes,3,5.0,5.7,0.43,16.002739726027396
fffe31003200390032003200,Female,Service,Yes,1,1.0,3.1,0.25,16.016438356164382
fffe3900320037003300,Female,Service,Yes,3,5.0,4.9,0.44,15.632876712328768
fffe33003100360039003200,Male,Service,Yes,2,3.0,6.3,0.41,16.45205479452055
fffe33003200370039003100,Male,Product,No,3,5.0,5.0,0.41,15.728767123287671
fffe32003300330039003200,Female,Product,No,3,4.0,5.6,0.33,15.621917808219179
fffe3800310030003400,Female,Service,No,0,1.0,2.9,0.13,16.43013698630137
fffe32003900300038003100,Female,Service,No,2,5.0,7.6,0.55,15.64931506849315
fffe33003300320030003700,Male,Service,Yes,1,3.0,3.9,0.32,15.646575342465754
fffe3200350031003100,Male,Service,No,2,3.0,6.1,0.44,16.02191780821918
fffe32003000370037003300,Female,Service,No,3,8.0,7.9,0.75,16.13150684931507
fffe3300330035003400,Male,Product,No,3,5.0,7.8,0.64,16.40821917808219
fffe32003400330035003200,Female,Service,No,0,1.0,2.3,0.16,16.304109589041097
fffe32003200300036003200,Female,Service,No,2,4.0,3.7,0.31,16.24931506849315
fffe3900320032003000,Female,Service,Yes,1,3.0,5.2,0.32,16.084931506849315
fffe32003400370031003100,Male,Service,Yes,2,4.0,4.5,0.41,16.041095890410958
fffe3100320033003200,Female,Service,Yes,1,3.0,5.2,0.35,15.73972602739726
fffe3800320036003400,Male,Service,Yes,1,2.0,4.6,0.28,16.50958904109589
fffe3200320037003700,Female,Product,No,1,2.0,5.7,0.41,15.816438356164383
fffe32003500300039003900,Female,Service,Yes,2,4.0,6.3,0.49,16.375342465753423
fffe32003500390034003600,Female,Product,No,4,7.0,8.7,0.83,16.328767123287673
fffe31003000350031003800,Male,Product,No,1,3.0,5.7,0.44,16.005479452054793
fffe31003300380034003200,Male,Service,No,4,8.0,8.1,0.68,16.084931506849315
fffe3200300039003500,Male,Service,No,2,5.0,7.2,0.65,15.953424657534246
fffe31003600300039003200,Female,Service,Yes,3,4.0,6.5,0.49,16.076712328767123
fffe3900350037003200,Female,Service,No,2,4.0,7.7,0.63,15.95890410958904
fffe33003400330038003000,Male,Service,No,2,6.0,6.5,0.52,15.67123287671233
fffe31003700360032003600,Male,Product,No,3,6.0,6.5,0.62,15.528767123287672
fffe31003000310032003600,Male,Service,No,3,6.0,7.0,0.69,16.345205479452055
fffe31003400390037003500,Male,Product,No,1,3.0,5.2,0.33,16.101369863013698
fffe32003700340030003000,Male,Service,No,3,5.0,5.8,0.4,16.024657534246575
fffe32003400350031003300,Male,Product,Yes,1,2.0,2.5,0.17,15.567123287671233
fffe31003000360032003100,Female,Service,No,2,3.0,4.3,0.22,16.09041095890411
fffe32003300340031003900,Male,Service,No,2,5.0,6.3,0.53,16.005479452054793
fffe31003400390030003200,Male,Service,Yes,2,4.0,7.8,0.6,16.246575342465754
fffe3500330037003400,Male,Service,Yes,3,5.0,4.2,0.33,15.876712328767123
fffe32003900320037003300,Female,Service,Yes,3,5.0,5.5,0.34,16.424657534246574
fffe3500370033003800,Female,Product,No,3,7.0,9.1,0.78,15.723287671232876
fffe31003500350033003700,Female,Service,Yes,3,6.0,7.0,0.49,16.084931506849315
fffe32003600300033003400,Male,Service,Yes,4,10.0,10.0,0.94,16.134246575342466
fffe31003900390032003700,Male,Product,No,2,5.0,6.5,0.55,16.19178082191781
fffe3900360035003900,Male,Service,No,2,3.0,1.9,0.15,16.14246575342466
fffe32003300330036003100,Male,Product,No,2,3.0,3.4,0.17,16.446575342465753
fffe32003500390031003700,Male,Product,Yes,1,2.0,4.2,0.23,15.906849315068493
fffe31003200310032003600,Female,Service,Yes,2,4.0,5.9,0.45,16.273972602739725
fffe3300340039003000,Male,Product,Yes,4,7.0,8.4,0.77,16.164383561643834
fffe330037003900,Male,Product,Yes,2,5.0,5.9,0.49,16.484931506849314
fffe33003400320038003700,Female,Service,No,3,4.0,5.0,0.44,15.534246575342467
fffe31003300350037003900,Male,Product,Yes,2,4.0,5.9,0.48,16.07945205479452
fffe32003900370033003400,Male,Service,No,3,7.0,6.4,0.53,15.827397260273973
fffe31003100300031003700,Female,Service,No,1,3.0,4.7,0.4,16.304109589041097
fffe33003100350035003300,Male,Service,Yes,2,5.0,5.9,0.37,16.24109589041096
fffe33003100310033003700,Female,Service,No,3,6.0,6.4,0.52,16.202739726027396
fffe33003100310038003700,Female,Service,Yes,2,3.0,4.8,0.24,15.895890410958904
fffe330030003300,Male,Service,Yes,3,5.0,7.9,0.63,16.019178082191782
fffe33003200310034003200,Female,Product,Yes,2,4.0,4.5,0.39,15.92876712328767
fffe31003000390036003100,Female,Product,Yes,1,4.0,6.3,0.44,15.92876712328767
fffe33003400330033003700,Female,Product,Yes,0,1.0,0.0,0.0,16.276712328767122
fffe33003100390036003000,Female,Product,Yes,1,3.0,5.0,0.26,15.75068493150685
fffe33003200370035003300,Male,Product,Yes,1,2.0,4.3,0.25,15.564383561643835
fffe3500320033003600,Male,Service,Yes,3,4.0,5.9,0.46,15.775342465753425
fffe32003800370033003400,Male,Service,Yes,2,4.0,5.1,0.31,16.134246575342466
fffe33003300310035003600,Female,Service,Yes,0,1.0,1.0,0.0,15.6
fffe3700320030003900,Female,Product,No,1,3.0,5.9,0.44,16.065753424657533
fffe3900390034003000,Female,Service,Yes,1,3.0,4.0,0.32,16.517808219178082
fffe3600340035003600,Male,Service,Yes,4,7.0,5.9,0.69,16.41917808219178
fffe32003400310038003700,Female,Service,Yes,1,3.0,3.2,0.27,16.523287671232875
fffe32003000320032003200,Female,Product,Yes,2,3.0,4.0,0.27,15.698630136986301
fffe33003200330039003000,Male,Service,Yes,2,4.0,6.0,0.46,15.857534246575343
fffe32003300320037003800,Female,Service,No,1,3.0,5.2,0.36,16.405479452054795
fffe3400380036003300,Male,Product,No,0,2.0,4.3,0.32,15.70958904109589
fffe31003000330032003400,Female,Service,No,3,5.0,7.7,0.57,16.175342465753424
fffe32003800370037003000,Female,Service,No,2,3.0,3.2,0.27,16.32054794520548
fffe32003900360034003900,Female,Service,Yes,2,5.0,6.3,0.61,15.945205479452055
fffe31003100390035003500,Male,Service,Yes,2,3.0,5.9,0.29,15.676712328767124
fffe3200310033003100,Male,Product,No,2,4.0,7.2,0.49,16.156164383561645
fffe3300380036003800,Male,Service,Yes,3,4.0,5.0,0.43,15.767123287671232
fffe31003000360035003300,Male,Service,No,1,2.0,2.6,0.15,15.67123287671233
fffe3900370036003100,Female,Product,Yes,2,4.0,5.7,0.36,16.36986301369863
fffe31003100300034003800,Female,Service,No,2,3.0,4.5,0.25,16.44931506849315
fffe31003400380030003500,Male,Service,No,2,4.0,7.5,0.63,15.627397260273973
fffe3600370037003100,Male,Product,Yes,1,3.0,5.9,0.35,15.657534246575343
fffe33003400350036003100,Male,Service,Yes,2,3.0,5.6,0.4,16.356164383561644
fffe3400380034003100,Male,Product,No,3,6.0,6.4,0.57,15.802739726027397
fffe32003700300039003700,Female,Service,No,3,5.0,5.8,0.5,16.38082191780822
fffe32003700340032003600,Female,Product,Yes,3,7.0,9.2,0.87,16.208219178082192
fffe32003600320032003300,Male,Product,No,2,4.0,5.2,0.32,16.243835616438357
fffe32003100330032003600,Male,Service,Yes,1,1.0,3.0,0.22,15.528767123287672
fffe3800360034003800,Male,Service,Yes,3,7.0,5.9,0.51,15.550684931506849
fffe33003100320036003600,Male,Product,No,3,8.0,9.4,0.79,16.054794520547944
fffe31003300320036003900,Male,Service,No,3,8.0,8.6,0.79,15.846575342465753
fffe31003500340034003100,Female,Service,Yes,2,4.0,4.2,0.29,16.186301369863013
fffe32003800380030003700,Male,Product,Yes,2,5.0,5.8,0.55,16.46301369863014
fffe3200350035003600,Male,Service,No,1,2.0,3.6,0.19,15.857534246575343
fffe3700300039003400,Female,Product,No,1,4.0,5.5,0.34,16.23835616438356
fffe3500370034003100,Male,Service,Yes,3,5.0,5.9,0.35,16.438356164383563
fffe33003200340035003700,Female,Service,No,0,1.0,1.3,0.03,16.39178082191781
fffe3700380034003200,Male,Product,Yes,3,5.0,4.1,0.29,15.608219178082193
fffe3700350038003100,Male,Service,Yes,1,2.0,3.4,0.24,16.323287671232876
fffe3200330038003600,Male,Service,No,1,3.0,5.8,0.44,16.40821917808219
fffe3100310031003300,Female,Service,Yes,3,7.0,8.1,0.74,15.802739726027397
fffe32003000370032003300,Female,Service,No,3,4.0,8.3,0.65,15.616438356164384
fffe32003900340033003100,Male,Service,Yes,4,7.0,8.6,0.76,15.898630136986302
fffe31003700360031003400,Male,Service,No,3,4.0,7.9,0.6,15.602739726027398
fffe32003500330038003900,Female,Service,No,4,7.0,8.7,0.86,16.273972602739725
fffe32003700300033003100,Female,Service,Yes,2,4.0,6.3,0.4,16.005479452054793
fffe3300360037003400,Male,Service,No,2,5.0,7.3,0.53,15.646575342465754
fffe3200310030003700,Female,Service,Yes,1,2.0,4.1,0.26,15.805479452054794
fffe3400390037003900,Male,Product,Yes,4,4.0,8.9,0.76,15.635616438356164
fffe32003900340036003700,Male,Service,Yes,4,7.0,9.2,0.78,15.616438356164384
fffe31003800360030003800,Male,Service,No,4,8.0,8.7,0.69,15.931506849315069
fffe32003000340030003700,Female,Service,Yes,1,3.0,4.5,0.29,16.29041095890411
fffe32003800380030003900,Male,Service,Yes,3,6.0,4.1,0.33,16.106849315068494
fffe31003200370031003200,Female,Service,Yes,3,4.0,5.7,0.36,16.10958904109589
fffe32003900,Female,Product,No,4,10.0,5.9,0.96,16.435616438356163
fffe32003500320036003400,Male,Service,No,3,6.0,6.6,0.58,16.326027397260273
fffe3300340035003300,Female,Service,Yes,1,2.0,2.8,0.21,16.493150684931507
fffe3200300033003500,Male,Product,No,3,6.0,6.8,0.59,15.901369863013699
fffe31003800310030003900,Male,Service,No,2,5.0,5.9,0.61,15.668493150684931
fffe33003400350030003900,Male,Service,Yes,2,3.0,4.7,0.34,16.19178082191781
fffe31003200360033003900,Female,Service,Yes,0,1.0,5.9,0.09,15.638356164383561
fffe3200310038003300,Male,Service,No,3,6.0,6.1,0.57,15.621917808219179
fffe32003800310039003400,Female,Product,Yes,3,7.0,7.7,0.63,15.873972602739727
fffe32003400310035003100,Male,Service,Yes,2,3.0,5.7,0.49,16.504109589041096
fffe31003300340032003400,Male,Service,Yes,5,10.0,5.9,0.97,15.934246575342465
fffe31003700350030003700,Female,Product,No,3,6.0,6.3,0.55,15.580821917808219
fffe32003900300035003500,Male,Service,No,3,5.0,5.2,0.39,15.536986301369863
fffe33003300380037003600,Male,Service,Yes,2,6.0,6.1,0.52,16.202739726027396
fffe32003400310036003100,Female,Service,Yes,2,4.0,4.6,0.23,16.112328767123287
fffe32003500370035003900,Male,Service,Yes,3,6.0,7.6,0.69,15.715068493150685
fffe32003800300034003500,Female,Service,Yes,2,5.0,6.5,0.41,15.652054794520549
fffe31003800330036003300,Female,Service,No,0,2.0,3.5,0.2,16.216438356164385
fffe33003200380038003400,Female,Product,No,0,1.0,1.9,0.11,15.64109589041096
fffe3200310031003800,Female,Service,Yes,0,1.0,1.3,0.01,16.315068493150687
fffe32003500370036003000,Male,Service,Yes,1,2.0,3.9,0.28,16.454794520547946
fffe33003100320038003100,Male,Service,No,2,4.0,7.7,0.59,16.364383561643837
fffe32003900300036003800,Male,Product,Yes,2,4.0,6.4,0.43,15.53972602739726
fffe32003700360034003800,Female,Product,Yes,1,4.0,4.5,0.33,16.356164383561644
fffe3300340032003400,Female,Product,No,3,5.0,7.1,0.53,16.47945205479452
fffe32003300390039003200,Male,Product,Yes,2,4.0,4.3,0.38,16.326027397260273
fffe32003300310037003400,Male,Service,No,2,4.0,5.9,0.57,16.26027397260274
fffe31003600310031003900,Female,Product,No,1,1.0,2.9,0.2,16.47945205479452
fffe31003300330032003200,Female,Product,Yes,0,1.0,1.6,0.13,15.66027397260274
fffe32003500340030003100,Male,Service,No,3,7.0,8.2,0.74,15.712328767123287
fffe3300380039003200,Female,Product,Yes,1,1.0,3.8,0.18,16.205479452054796
fffe32003500330034003100,Female,Product,No,1,3.0,5.9,0.37,16.22739726027397
fffe3400380035003800,Male,Product,Yes,3,6.0,7.5,0.6,16.17808219178082
fffe31003400390035003400,Female,Service,No,2,5.0,6.3,0.59,16.386301369863013
fffe31003700310038003900,Male,Product,Yes,1,3.0,5.9,0.29,16.03835616438356
fffe3700360032003700,Male,Product,No,1,4.0,4.7,0.36,15.8
fffe31003600350036003600,Female,Product,Yes,1,3.0,5.0,0.42,16.054794520547944
fffe32003400370031003400,Female,Service,Yes,3,5.0,5.7,0.42,15.983561643835616
fffe3100300034003800,Female,Product,Yes,1,3.0,5.9,0.21,16.0
fffe33003000300032003800,Male,Service,Yes,1,4.0,6.5,0.56,16.005479452054793
fffe3300330033003300,Male,Product,No,3,5.0,7.7,0.56,15.835616438356164
fffe32003200350033003800,Male,Service,No,2,5.0,6.0,0.44,16.273972602739725
fffe3600390032003900,Male,Service,Yes,2,4.0,5.8,0.45,15.736986301369862
fffe31003800310034003400,Male,Product,No,2,5.0,6.5,0.51,16.22739726027397
fffe33003000320037003500,Male,Service,No,1,3.0,6.5,0.44,15.695890410958905
fffe33003100340032003700,Female,Service,Yes,1,2.0,3.7,0.2,16.32054794520548
fffe31003900300034003200,Male,Service,Yes,3,7.0,6.8,0.52,15.772602739726027
fffe3900310030003800,Female,Product,No,4,4.0,9.5,0.88,16.235616438356164
fffe32003900320030003000,Female,Service,No,2,2.0,3.0,0.21,15.605479452054794
fffe31003300320031003800,Female,Service,Yes,2,5.0,6.6,0.48,16.389041095890413
fffe31003100340035003000,Male,Product,No,5,9.0,9.3,0.82,16.024657534246575
fffe31003600380035003600,Female,Product,Yes,2,4.0,6.1,0.52,15.558904109589042
fffe32003800370033003200,Female,Service,No,4,8.0,7.6,0.56,15.813698630136987
fffe3100300034003900,Male,Product,No,2,5.0,5.9,0.64,16.339726027397262
fffe32003200370037003600,Male,Service,Yes,1,4.0,4.9,0.41,16.065753424657533
fffe32003100360030003600,Female,Product,Yes,4,9.0,8.2,0.76,16.02191780821918
fffe31003700300039003000,Female,Service,No,3,6.0,7.9,0.58,16.156164383561645
fffe360036003600,Male,Service,Yes,3,5.0,6.1,0.58,16.476712328767125
fffe31003300370036003100,Female,Product,No,3,4.0,5.9,0.67,15.695890410958905
fffe32003600350032003400,Female,Service,Yes,3,5.0,6.1,0.49,15.558904109589042
fffe31003200320039003200,Male,Service,No,2,2.0,5.1,0.27,16.046575342465754
fffe31003300340033003700,Female,Product,Yes,2,4.0,6.1,0.5,15.728767123287671
fffe3900300035003500,Male,Product,No,2,5.0,6.9,0.53,16.04931506849315
fffe3700310034003000,Female,Product,No,5,4.0,9.1,0.79,15.923287671232877
fffe33003000360033003700,Female,Product,Yes,1,2.0,6.6,0.47,15.723287671232876
fffe32003800300033003100,Male,Product,No,5,10.0,9.5,1.0,15.638356164383561
fffe32003000300038003600,Female,Service,No,3,7.0,9.2,0.82,15.742465753424657
fffe33003300310035003500,Female,Service,No,2,4.0,6.5,0.65,15.832876712328767
fffe31003400350035003000,Female,Product,No,2,4.0,4.1,0.31,16.15068493150685
fffe31003800340030003400,Male,Product,No,2,5.0,4.9,0.42,16.328767123287673
fffe31003000350039003100,Female,Service,Yes,2,5.0,5.3,0.48,16.2986301369863
fffe31003300340032003000,Female,Service,No,1,3.0,5.7,0.34,15.70958904109589
fffe32003700370038003000,Female,Service,Yes,1,2.0,3.5,0.29,15.758904109589041
fffe3900320036003000,Male,Service,No,3,5.0,6.6,0.62,16.194520547945206
fffe31003700330033003300,Male,Product,Yes,2,4.0,4.1,0.34,15.997260273972604
fffe31003600390032003200,Male,Service,No,2,5.0,5.9,0.42,16.405479452054795
fffe3200340034003000,Female,Product,No,5,10.0,8.4,0.79,16.36986301369863
fffe31003100390034003800,Female,Service,No,4,7.0,9.6,0.82,16.09315068493151
fffe3600330036003900,Female,Product,Yes,3,5.0,4.8,0.37,16.306849315068494
fffe3600300035003300,Female,Product,Yes,2,3.0,5.1,0.46,16.07123287671233
fffe31003700340039003600,Female,Service,Yes,2,3.0,2.0,0.12,16.386301369863013
fffe32003600330039003900,Female,Service,No,1,2.0,1.0,0.02,15.75068493150685
fffe31003100360030003500,Male,Service,No,3,6.0,8.5,0.69,15.87945205479452
fffe32003100390033003900,Male,Service,No,0,2.0,4.7,0.23,16.068493150684933
fffe3300350035003400,Male,Product,No,2,4.0,6.4,0.52,15.87945205479452
fffe33003300380031003300,Female,Service,Yes,2,3.0,4.2,0.24,15.8
fffe3100320038003200,Male,Product,Yes,3,6.0,5.9,0.58,16.421917808219177
fffe3300370031003700,Male,Product,Yes,3,5.0,7.8,0.64,16.123287671232877
fffe32003400340034003800,Male,Service,No,1,3.0,5.9,0.42,16.07123287671233
fffe350039003500,Male,Product,Yes,1,2.0,3.4,0.24,16.172602739726027
fffe31003000350032003000,Male,Product,Yes,3,4.0,4.5,0.37,15.643835616438356
fffe3500330034003100,Female,Product,Yes,2,5.0,5.6,0.33,15.912328767123288
fffe31003400330034003700,Female,Service,No,0,1.0,2.9,0.24,15.723287671232876
fffe31003100390037003300,Female,Service,No,1,4.0,3.9,0.32,16.46027397260274
fffe3500330032003300,Female,Product,Yes,3,7.0,8.0,0.6,15.936986301369863
fffe3600320031003400,Female,Product,Yes,1,2.0,1.6,0.12,16.134246575342466
fffe32003300370035003700,Female,Service,No,2,4.0,3.1,0.26,16.183561643835617
fffe32003900380034003500,Female,Service,Yes,2,3.0,5.5,0.44,15.835616438356164
fffe32003400340036003700,Male,Service,Yes,1,2.0,4.0,0.24,16.019178082191782
fffe33003100350032003200,Male,Service,Yes,2,5.0,4.8,0.38,15.550684931506849
fffe31003000370039003800,Male,Service,Yes,2,4.0,5.2,0.35,16.175342465753424
fffe3200360031003900,Male,Service,No,1,3.0,6.4,0.51,15.531506849315068
fffe32003900310038003100,Female,Service,No,4,7.0,6.2,0.6,16.49041095890411
fffe310038003700,Male,Service,No,3,7.0,5.7,0.52,16.09041095890411
fffe32003200340035003200,Male,Product,No,2,6.0,7.0,0.6,16.235616438356164
fffe3900320039003300,Female,Service,Yes,1,3.0,4.2,0.19,15.704109589041096
fffe31003400350038003700,Female,Service,Yes,3,6.0,6.8,0.66,16.4986301369863
fffe31003500390037003200,Male,Product,Yes,3,4.0,5.2,0.37,16.14246575342466
fffe31003500330035003000,Male,Service,Yes,2,3.0,4.9,0.33,15.983561643835616
fffe33003100320030003800,Female,Product,Yes,2,4.0,3.6,0.3,15.635616438356164
fffe32003000310031003700,Male,Service,No,4,8.0,5.9,0.68,15.695890410958905
fffe32003800380033003100,Female,Product,No,1,1.0,1.1,0.01,16.405479452054795
fffe32003700310037003000,Female,Product,Yes,1,2.0,5.1,0.38,16.101369863013698
fffe35003900,Male,Service,Yes,2,4.0,5.9,0.54,15.687671232876712
fffe31003800300031003200,Male,Product,Yes,2,4.0,3.4,0.28,16.06027397260274
fffe31003500320035003100,Female,Service,No,2,5.0,5.3,0.41,16.32054794520548
fffe3700300036003400,Female,Service,No,3,4.0,5.4,0.48,15.602739726027398
fffe32003200330033003800,Male,Service,Yes,2,4.0,5.7,0.47,16.24109589041096
fffe31003000380037003300,Male,Service,No,1,3.0,5.9,0.49,15.857534246575343
fffe31003500380037003600,Male,Product,No,5,10.0,5.9,0.9,16.17808219178082
fffe32003700300032003500,Female,Service,No,4,6.0,7.5,0.6,16.416438356164385
fffe3500380031003100,Female,Product,No,2,5.0,7.5,0.53,15.871232876712329
fffe33003100390031003300,Male,Product,Yes,2,3.0,3.8,0.26,16.443835616438356
fffe32003700380037003400,Male,Service,Yes,2,4.0,6.7,0.46,15.547945205479452
fffe3500320030003100,Female,Service,Yes,3,6.0,7.7,0.69,16.172602739726027
fffe32003200330034003100,Male,Product,No,2,5.0,6.6,0.55,16.323287671232876
fffe3700330033003400,Male,Service,Yes,2,5.0,5.1,0.32,16.002739726027396
fffe32003900300034003900,Male,Service,Yes,4,7.0,8.2,0.64,16.14246575342466
fffe3200300036003800,Female,Product,Yes,1,2.0,6.8,0.46,16.18082191780822
fffe32003000360032003700,Female,Service,No,2,4.0,6.8,0.57,15.676712328767124
fffe32003300360033003000,Female,Service,Yes,2,3.0,5.9,0.37,15.635616438356164
fffe31003000360031003000,Female,Product,Yes,0,1.0,3.6,0.17,16.323287671232876
fffe3900380031003400,Male,Service,Yes,3,7.0,6.8,0.56,16.295890410958904
fffe3200310031003400,Female,Product,No,2,5.0,6.2,0.59,15.786301369863013
fffe3100350030003900,Male,Product,Yes,3,6.0,7.0,0.63,16.221917808219178
fffe32003600370035003600,Female,Service,Yes,0,2.0,3.1,0.13,16.164383561643834
fffe32003600370039003800,Male,Service,No,2,5.0,7.5,0.55,15.805479452054794
fffe33003100320034003400,Female,Product,No,0,2.0,3.3,0.23,16.161643835616438
fffe32003600300036003700,Female,Product,Yes,2,4.0,6.8,0.47,16.263013698630136
fffe33003100380033003500,Male,Service,No,3,5.0,7.6,0.54,16.18082191780822
fffe3600300037003700,Male,Product,Yes,3,4.0,7.4,0.54,15.668493150684931
fffe32003600330036003800,Male,Product,Yes,3,7.0,8.0,0.73,15.783561643835617
fffe33003000370035003500,Female,Service,Yes,0,1.0,0.0,0.0,15.764383561643836
fffe31003500320039003700,Male,Product,No,4,6.0,8.3,0.65,16.08219178082192
fffe31003200310035003600,Female,Service,No,3,4.0,6.4,0.55,15.810958904109588
fffe32003500390037003700,Female,Service,Yes,2,4.0,5.7,0.33,16.197260273972603
fffe31003000300033003100,Male,Service,No,2,5.0,5.9,0.59,16.317808219178083
fffe3900390039003600,Female,Service,No,1,2.0,5.9,0.19,15.819178082191781
fffe32003400350030003600,Male,Service,No,3,8.0,8.7,0.74,16.317808219178083
fffe31003000370037003400,Male,Product,No,4,8.0,8.4,0.8,15.578082191780823
fffe3800300039003100,Female,Service,Yes,2,4.0,5.6,0.39,16.394520547945206
fffe32003100350039003200,Female,Product,No,3,7.0,8.3,0.64,16.367123287671234
fffe32003800380037003600,Female,Service,No,3,5.0,5.7,0.4,16.145205479452056
fffe32003600350038003800,Male,Service,No,0,1.0,0.0,0.0,16.38082191780822
fffe31003300330031003600,Female,Service,Yes,3,6.0,5.9,0.56,16.03287671232877
fffe32003700360030003400,Male,Service,Yes,2,5.0,7.4,0.71,16.279452054794522
fffe32003500380031003100,Male,Service,Yes,3,5.0,6.1,0.6,16.019178082191782
fffe3500360037003100,Male,Service,No,2,4.0,6.0,0.43,16.0
fffe31003100350035003800,Female,Service,Yes,1,2.0,5.7,0.39,15.953424657534246
fffe33003100380035003300,Male,Service,No,2,4.0,4.9,0.25,15.67945205479452
fffe31003200360032003700,Male,Product,No,3,4.0,10.0,1.0,16.484931506849314
fffe370031003300,Male,Service,Yes,2,4.0,5.7,0.37,15.663013698630136
fffe3700350031003400,Male,Service,Yes,2,5.0,6.7,0.65,16.043835616438358
